irszám.	MAI CÍM	maicim_1	maicim_2	maicim_rest	Google koordináta	TÁRGY	t_n_t_s2	targy_func1_orig	targy_nev	targy_height	targy_qnt	forrás	forras_link_nr	forras_link_host	forras_link	további inf.	tov-inf_link_numbered	tov-inf_link_scheme-host	tov-inf_link_nr	orig_ln
1065	Lázár utca 7.	Lázár utca 7.			47.502178,19.056258	lakóház, földszinten üzletek (étterem, és Nightmare in Budapest interaktív horrorház)	horror	<lakó>, ;<üzlet>,<étterem>	'Nightmare in Budapest interaktív horrorház'				0						0	515
1065	Lázár utca 9.	Lázár utca 9.			47.502178,19.056258	lakóház, földszinten üzletek (ingatlaniroda és fitness center), a házban található a MushROOMs Basilica Hostel	ingatlan	<lakó>, ;<üzlet>,<iroda>,<hostel>	'MushROOMs Basilica Hostel'				0						0	516
1135	Lehel utca 10/a-12-ig vmelyik, de valószínűleg nincs meg			**Lehel utca 10/a-12-ig vmelyik, de valószínűleg nincs meg	47.519809,19.066717	háromemeletes ház				3-S<emelet>		MZs	0						0	517
1134	Lehel utca 14-Taksony utca 1/a,b	Lehel utca 14.	Taksony utca 1/a,b		47.520375,19.067716	Szfv-i műhelybérház, műteremház	bér	<műhely>,<műterem>				144	0			"BGy Fototár: 010240, 001171, 001172 *** Fotók a házról: http://www.muemlekem.hu/muemlek?id=-8334 + a házban jelenleg működő fotós iskoláról és műteremről: http://www.gam.hu/workshop/esemenyfoto-mesterkurzus/ + a Szabolcs utcában lebontott ház telkéről: http://www.photoblog.com/utazo/2012/04/13/ + a 70-es években, a 3-as metró építése miatt a Lehel útra terelt, a ház előtt elhaladó 33-as (vagy 55-ös?) villamosról: http://www.vasynet.com/downloads/linux/hamster/www.telnet.hu/hamster/kozlekedes/vaciutesujpest/1604_3.jpg Alaprajzok, tervek: http://vpublic.omikk.bme.hu/epmuv/index.php?page=cut&id=10500 http://vpublic.omikk.bme.hu/epmuv/index.php?page=cut&id=10501 http://vpublic.omikk.bme.hu/epmuv/index.php?page=cut&id=10502 http://vpublic.omikk.bme.hu/epmuv/index.php?page=cut&id=10503 *** Bárczy István bérlakás építési programja: Kabdebó Gyula - Budapest székesfőváros kislakás és iskola építkezései, 1913, Budapest, ""Pátria"" Irodalmi Vállalat és Nyomdai Részvénytársaság nyomása (terc.hu, térítésmentesen letölthető könyvek); Umbrai Laura: A hatósági kislakás-építés története Budapesten (1870-1948) - doktori disszertáció, ELTE, Budapest, 2007, pp. 54-106.  + Függelék: V. VIII. és X. táblázatok; Erdei Gyöngyi: A mintaadó polgármester. Bárczy István beruházási programja (1906-1914) in Budapesti Negyed, 3. évfolyam, 9. (1995/3) Tematikus szám: Építők és építtetők - http://epa.oszk.hu/00000/00003/00008/erdei.htm#jegyz31; Hadik András: Műterem-lakások, műtermes villák, művésztelepek Budapesten in Budapesti Negyed, 9. évfolyam, 32-33. (2001/2-3) Tematikus szám: Művészet a városban - http://bfl.archivportal.hu/id-424-hadik_andras_muterem_lakasok_mutermes.html; A ház építésének, átadásának és bérleti díjainak körülményeiről: Szociálpolitikai szemle, II. évf. 19. szám, 293. o. http://mtdaportal.extra.hu/szocpolszemle/1912/1912_19.pdf; Szociálpolitikai szemle, II. évf, 1912. február 5. 3. szám, 40. oldal http://mtdaportal.extra.hu/szocpolszemle/1912/1912_03.pdf; Ipari Jogvédelem, 1911. 1. évf. 12. sz. 8. o. http://mtdaportal.extra.hu/ADATTAR/cikktar/g_cikk/gardonyi_albert_a_nemet_iparfelugyelok.pdf Budapest folyóirat: 1976 (14. évf.) - 3. szám, március Vértesy Miklós: Bárczy István építési akciója pp. 143-145 (145. o., 4. hasáb teteje) Cikk a ház egy lakásáról: http://www.amiotthonunk.hu/haz-lakas-kert/lakasbemutato/8769-rozsdas-romantika + hirdetés egy másik lakásról: http://olx.hu/hirdetes/38-nm-es-1-szobas-lakas-elado-a-xiii-keruletben-lehel-u-ID2vfp1.html Lakók: valószínűleg 1919-től, itt nyitott műtermet Krasznai (Krausz) Lajos http://vpublic.omikk.bme.hu/epmuv/index.php?page=article&id=14386 http://www.krasznailajos.hu/v/biografia/ ; jelenleg itt él Marinov Gusztáv iparművész, belsőépítész http://www.dsy.hu/kipe13/tagok_kipe13hu.htm Adatok a ház építéséről (285. oldal - VI. Lehel u. / Taksony u. műhelybérház) http://doktori.btk.elte.hu/hist/umbrai/disszertacio.pdf átadás 1913. nov.? ; LEAR-ben több hivatkozás *** Világháborús repeszgránát a padláson: Híradó - 13:17-13:37 http://tv2.hu/musoraink/tenyek/129533_tenyek_este_teljes_adas_2013.06.17._hetfo.html + kép: http://hvg.hu/itthon/20130617_Padlasrol_kerult_elo_a_granat__kiruitik Könyvek: Frankl Aliona, Juhász Katalin Fények-mesterségek, pp. 70-73 - Lehel úti műhelybérház - fodrászat. A ház említése egy versben: Térey Miklós: Hungarian Celebrities (Tisztatáj: 64. évfolyam, 4. szám. 2010. április, pp. 9-27)"	(1) http://www.muemlekem.hu/muemlek?id=-8334 (2) http://www.gam.hu/workshop/esemenyfoto-mesterkurzus/ (3) http://www.photoblog.com/utazo/2012/04/13/ (4) http://www.vasynet.com/downloads/linux/hamster/www.telnet.hu/hamster/kozlekedes/vaciutesujpest/1604_3.jpg (5) http://vpublic.omikk.bme.hu/epmuv/index.php?page=cut&id=10500 (6) http://vpublic.omikk.bme.hu/epmuv/index.php?page=cut&id=10501 (7) http://vpublic.omikk.bme.hu/epmuv/index.php?page=cut&id=10502 (8) http://vpublic.omikk.bme.hu/epmuv/index.php?page=cut&id=10503 (9) http://epa.oszk.hu/00000/00003/00008/erdei.htm#jegyz31; (10) http://bfl.archivportal.hu/id-424-hadik_andras_muterem_lakasok_mutermes.html; (11) http://mtdaportal.extra.hu/szocpolszemle/1912/1912_19.pdf; (12) http://mtdaportal.extra.hu/szocpolszemle/1912/1912_03.pdf; (13) http://mtdaportal.extra.hu/ADATTAR/cikktar/g_cikk/gardonyi_albert_a_nemet_iparfelugyelok.pdf (14) http://www.amiotthonunk.hu/haz-lakas-kert/lakasbemutato/8769-rozsdas-romantika (15) http://olx.hu/hirdetes/38-nm-es-1-szobas-lakas-elado-a-xiii-keruletben-lehel-u-ID2vfp1.html (16) http://vpublic.omikk.bme.hu/epmuv/index.php?page=article&id=14386 (17) http://www.krasznailajos.hu/v/biografia/ (18) http://www.dsy.hu/kipe13/tagok_kipe13hu.htm (19) http://doktori.btk.elte.hu/hist/umbrai/disszertacio.pdf (20) http://tv2.hu/musoraink/tenyek/129533_tenyek_este_teljes_adas_2013.06.17._hetfo.html (21) http://hvg.hu/itthon/20130617_Padlasrol_kerult_elo_a_granat__kiruitik	http://www.muemlekem.hu|http://www.gam.hu|http://www.photoblog.com|http://www.vasynet.com|http://vpublic.omikk.bme.hu|http://vpublic.omikk.bme.hu|http://vpublic.omikk.bme.hu|http://vpublic.omikk.bme.hu|http://epa.oszk.hu|http://bfl.archivportal.hu|http://mtdaportal.extra.hu|http://mtdaportal.extra.hu|http://mtdaportal.extra.hu|http://www.amiotthonunk.hu|http://olx.hu|http://vpublic.omikk.bme.hu|http://www.krasznailajos.hu|http://www.dsy.hu|http://doktori.btk.elte.hu|http://tv2.hu|http://hvg.hu	21	518
1134	Lehel utca 4/c	Lehel utca 4/c			47.518451,19.064243	ötemeletes ház, Fábián-ház			'Fábián-ház'	5-S<emelet>			0						0	519
1135	Lehel utca 8 - Lőportár utca 20. nincs meg	Lehel utca 8.	Lőportár utca 20.	***nincs meg	47.519647,19.066269	egyemeletes ház				1-S<emelet>		MZs	0						0	520
	Lendvay utca 19	Lendvay utca 19.			47.514008,19.07429	kétemeletes épület				2-S<emelet>			0						0	521
1062	Lendvay utca 3.	Lendvay utca 3.			47.5123043,19.071784								0						0	522
1096	Lenhossék utca 24-28.	Lenhossék utca 24-28.			47.479479,19.078656	Dominó Általános Iskola		<iskola>	'Dominó Általános Iskola'				0			Svelanai utcai elemi leányiskola, fotó: BGy Fototár: 001177, Svetanai utca után Balázs Béla utca 1963-tól, majd Lenhossék. A 37395-ös HRSZ átalakítást takar.			0	523
	Liget utca 26	Liget utca 26.			47.488557,19.13139	emeletes ház				?-S<emelet>			0						0	524
1016	Lisznyai utca 12. -- Naphegy utca 15.	Lisznyai utca 12.	 Naphegy utca 15.		47.495117,19.032552	háromemeletes lakóház		<lakó>, ;		3-S<emelet>		FA	0			kint a tábla, hogy Németh László építész de, ez stílusban kissé elválik a másik 3-tól (Naphegy u 17-19-21, szerintem lehet h 1-2 évvel később épült, eredeti tervek nincsenek csak egy 1950-es határozat			0	525
1016	Lisznyai utca 14. -- Naphegy utca 17.	Lisznyai utca 14.	 Naphegy utca 17.		47.495252,19.032904	háromemeletes lakóház		<lakó>, ;		3-S<emelet>		FA	0			eredeti tervek nincsenek, de ezen is kint a Németh László tábla és egy Sárkányölő Szent Györgyöt ábrázoló dombormű a Lisznyai utcai fronton, amin 1914-15 dátum van! http://kep-ter.blogspot.hu/2012/07/nemeth-laszlo-muepitesz.html	(1) http://kep-ter.blogspot.hu/2012/07/nemeth-laszlo-muepitesz.html	http://kep-ter.blogspot.hu	1	526
1016	Lisznyai utca 16 -- Naphegy utca 19.	Lisznyai utca 16.	 Naphegy utca 19.		47.494976,19.033253	2 db háromemeletes lakóház		<lakó>, ;		3-S<emelet>	2-Q<db>	FA	0			csak helyszínrajz van 1914-ből, nincs eredeti terv, a házon tábla, hogy épült 1914-ben, Németh László tervei alapján. Levéltárban 7307-hez volt anyag, külön a 7308-hoz nem, mert lévén h ikerház, egyberakták			0	527
1016	Lisznyai utca 18 -- Naphegy utca 21.	Lisznyai utca 18.	 Naphegy utca 21.		47.494976,19.033253	2 db háromemeletes lakóház		<lakó>, ;		3-S<emelet>	2-Q<db>	FA	0			csak helyszínrajz van 1914-ből, nincs eredeti terv, a házon tábla, hogy épült 1914-ben, Németh László tervei alapján. Levéltárban 7307-hez volt anyag, külön a 7308-hoz nem, mert lévén h ikerház, egyberakták			0	528
	Lónyai utca 18/a és b	Lónyai utca 18/ab				lakóházak (laboratorium, nyomda, Magyar Asszonyok Egyesült tésztagyára, Budapesti Tejipari Vállalat)	tészta	<lakó>, <gyár>;<laboratorium>,<nyomda>	'Magyar Asszonyok Egyesült tésztagyára'; 'Budapesti Tejipari Vállalat'		2--Q<db>		0			1904. márc. 18-án Özv. Schönberg Árminné örököseinek alaprajzi részlet (fűszer-dohány üzlet)			0	529
	Lónyai utca 36.	Lónyai utca 36.				lakóház		<lakó>, ;					0			eredetileg is volt lift, mindkét épületszárnyban, a hátsó szárny padlásán műtermek. 5 em+pince+padlás, 2x2+1 traktusos (2,7; 3,6-3,7 és 3,8 felfelé csökken)			0	530
1093	Lónyay utca 12. 1 em. ép., valszeg nem épült meg	Lónyay utca 12.		**1 em. ép., valszeg nem épült meg	47.487081,19.061509	négyemeletes ház				4-S<emelet>		MZs	0						0	531
1093	Lónyay utca 19. -- Mátyás utca 5/b.	Lónyay utca 19.	Mátyás utca 5/b		47.485468,19.061874	lakóház (eredetileg üzletek végig a fsz-en), a sarkon orvosi rendelő 1960-tól	|	<üzlet>,<rendelő>,<|>; <lakó>, 					0			lakó: özv. Wágner Jánosné (magánzó); már 1904-től Wagner Jánosé a telek; 1909-ben ifj. Wágner János is feltüntetve; 1910-ben már az özvegyé			0	532
1093	Lónyay utca 21. nincs meg	Lónyay utca 21.		**nincs meg	47.485334,19.061973	ötemeletes ház				5-S<emelet>		MZs	0						0	533
1125	Lóránt út 22.	Lóránt út 22.			47.500398,18.999585	emeletes ház, Tormay Cécile volt lakása, K. & P. Kollekció Férfiruhatervező és Előállító Betéti Társaság	|	<lakás>,<|>	'Tormay Cécile lakása' | 'K. & P. Kollekció Férfiruhatervező és Előállító Betéti Társaság'	?-S<emelet>			0						0	534
1083	Lósy Imre utca 1-3. -- Szigony utca 16/b. (Práter utca 63.)	Lósy Imre utca 1-3.	Szigony utca 16/b	***(Práter utca 63.)	47.486164,19.081631							282	0			"csekkolva, nincs kutatva!: ""36122 és 36128/1-3 ez mind össze lett sorolva mára, egy komplexum. nem néztem még meg nagyon alaposan, de úgy láttam, a korszakból csak egy kút terve van, az is '16-os, mondjuk legalább a tervező stimmel.""/T. Ági"			0	535
	Lovag utca 14-16.	Lovag utca 14-16.				lakóház		<lakó>, ;					0						0	536
1084	Lovassy László utca 5.	Lovassy László utca 5.			47.491123,19.07713	lakóház		<lakó>, ;				na	0						0	537
	Lövölde tér 4.	Lövölde tér 4.				lakóház		<lakó>, ;					0						0	538
	Lujza utca 36.	Lujza utca 36.											0						0	539
	Lujza utca 38.	Lujza utca 38.											0						0	540
1106	Maglódi út 6.	Maglódi út 6.			47.487054,19.154172	emeletes épület				?-S<emelet>		MZs	0			"csekkolva, nincs kutatva!: ""nagy a terület, nem tudom, mit keressek, perelve van a hrsz.""/T. Ági"			0	541
1053	Magyar utca 27.	Magyar utca 27.			47.491267,19.060554	kétemeletes ház				2-S<emelet>		181	0						0	542
1053	Magyar utca 40.	Magyar utca 40.			47.491232,19.060785	Magyar Nemzeti Múzeum Gazdasági Főosztálya		<múzeum>	'Magyar Nemzeti Múzeum Gazdasági Főosztálya'				0						0	543
1053	Magyar utca 6. nincs meg	Magyar utca 6.		**nincs meg	47.49363,19.059565	háromemeletes ház				3-S<emelet>		MZs	0						0	544
	Március 15. tér 1. -- Petõfi tér 1.	Március 15. tér 1.	 Petõfi tér 1.			Ukrán Dunahajózási Nyrt. székháza	szék		'Ukrán Dunahajózási Nyrt.'				0			tervrajzok 1941-ből, az épület óvóhellyé való átalakításáról vannak			0	545
	Március 15. tér 3. -- Galamb utca 2.	Március 15. tér 3.	 Galamb utca 2.			Bérház (Irodaház) jelenleg üres	bér	<iroda>					0						0	546
1056	Március 15. tér 6-7.	Március 15. tér 6-7.			47.491472,19.052907	Barabás-ház (Schütz Rezső)			'Barabás-ház'			Kovács Dani: Budapest Art Nouveau 21. o.; MZs	0			http://www.magyarszemle.hu/cikk/A%20M%C3%A1ty%C3%A1s%20pinc%C3%A9je%20-%20Egy%20unoka%20a%20M%C3%A1ty%C3%A1s%20Pinc%C3%A9r%C5%91l%20%C3%A9s%20az%20alap%C3%ADt%C3%B3%20Baldauf%20M%C3%A1ty%C3%A1sr%C3%B3l ; http://egykor.hu/budapest-v--kerulet/barabas-haz/3150 *** tök izgalmas liftkezelési szabályzat van a házhoz, igaz, 1945-ből., http://www.csillagoshazak.hu/hazak/VI/kiraly42, http://www.budapestarchitect.com/text/architecten/agostonemil_en.php#.VNSYBC7z88I, http://library.hungaricana.hu/pdf/BPTortBiblio_Bibliografia /BPTortBiblio_Bibliografia_4.pdf/slice?pg=193&to=193&zoom=h&pgl=s&hl=%280%292807.11#page=1&zoom=auto,-30,809, http://library.hungaricana.hu/pdf/OrszaggyulesiDokumentumok/OGYK_KN-1920_07.pdf/slice?pg=163&to=163&zoom=h&pgl=s&hl=%280%293059.12#page=1&zoom=auto,-55,755 http://library.hungaricana.hu/pdf/BPTortBiblio_Ikonografia/BPTortBiblio_Ikonografia_Mutato.pdf/slice?pg=4&to=4&zoom=h&pgl=s&hl=%280%291455.12#page=1&zoom=auto,-21,819 http://library.hungaricana.hu/hu/view/BPTortBiblio_Ikonografia_1/?pg=572&zoom=h&layout=s Teller Sámuel cipőgyáros és cipőnagykereskedő itt működött 1920-ban http://library.hungaricana.hu/hu/view/OGYK_KN-1920_07/?query=SZO%3D%28kir%C3%A1ly%20utca%2042%29&pg=163&zoom=h&layout=s A Zahradil műhímző cég itt működött 1922-ben http://library.hungaricana.hu/hu/view/BPLAKCIMJEGYZEK_28_1922-1923/?query=SZO%3D%28kir%C3%A1ly%20utcza%2042%29&pg=912&zoom=h&layout=s Itt működött 1922-ben Weil Artur szalámikészítő (kisiparos?) http://library.hungaricana.hu/hu/view/BPLAKCIMJEGYZEK_28_1922-1923/?query=SZO%3D%28kir%C3%A1ly%20utcza%2042%29&pg=1062&zoom=h&layout=s	(1) http://www.magyarszemle.hu/cikk/A%20M%C3%A1ty%C3%A1s%20pinc%C3%A9je%20-%20Egy%20unoka%20a%20M%C3%A1ty%C3%A1s%20Pinc%C3%A9r%C5%91l%20%C3%A9s%20az%20alap%C3%ADt%C3%B3%20Baldauf%20M%C3%A1ty%C3%A1sr%C3%B3l (2) http://egykor.hu/budapest-v--kerulet/barabas-haz/3150 (3) http://www.csillagoshazak.hu/hazak/VI/kiraly42, (4) http://www.budapestarchitect.com/text/architecten/agostonemil_en.php#.VNSYBC7z88I, (5) http://library.hungaricana.hu/pdf/BPTortBiblio_Bibliografia (6) http://library.hungaricana.hu/pdf/OrszaggyulesiDokumentumok/OGYK_KN-1920_07.pdf/slice?pg=163&to=163&zoom=h&pgl=s&hl=%280%293059.12#page=1&zoom=auto,-55,755 (7) http://library.hungaricana.hu/pdf/BPTortBiblio_Ikonografia/BPTortBiblio_Ikonografia_Mutato.pdf/slice?pg=4&to=4&zoom=h&pgl=s&hl=%280%291455.12#page=1&zoom=auto,-21,819 (8) http://library.hungaricana.hu/hu/view/BPTortBiblio_Ikonografia_1/?pg=572&zoom=h&layout=s (9) http://library.hungaricana.hu/hu/view/OGYK_KN-1920_07/?query=SZO%3D%28kir%C3%A1ly%20utca%2042%29&pg=163&zoom=h&layout=s (10) http://library.hungaricana.hu/hu/view/BPLAKCIMJEGYZEK_28_1922-1923/?query=SZO%3D%28kir%C3%A1ly%20utcza%2042%29&pg=912&zoom=h&layout=s (11) http://library.hungaricana.hu/hu/view/BPLAKCIMJEGYZEK_28_1922-1923/?query=SZO%3D%28kir%C3%A1ly%20utcza%2042%29&pg=1062&zoom=h&layout=s	http://www.magyarszemle.hu|http://egykor.hu|http://www.csillagoshazak.hu|http://www.budapestarchitect.com|http://library.hungaricana.hu|http://library.hungaricana.hu|http://library.hungaricana.hu|http://library.hungaricana.hu|http://library.hungaricana.hu|http://library.hungaricana.hu|http://library.hungaricana.hu	11	547
1022	Marczibányi tér 1.-- Alvinci út 1.	Marczibányi tér 1.	 Alvinci út 1.		47.511641,19.02225	Marczibányi téri Kodály Zotán Ált. Isk		<isk>	'Marczibányi téri Kodály Zotán Ált. Isk'			Kovács Dani: Budapest Art Nouveau 168. o.	0			A Vasuta céget dédnagyapám, Vasuta Ágoston Győző lakatosmester alapította 1867-ben. A kiegyezés évében cége épület-vasszerkezeti (lépcsőházi korlátok, vasrácsok), valamint épületgépészeti munkálatokat végzett. (Széchenyi fürdő, Gellért fürdő, Patróna Hungária Gimnázium, Marczibányi téri Fiú és Leányiskola stb.) http://www.vasuta.hu/vasuta-ceg-1867-tol-napjainkig BFL; Budapest Székesfővárosi II. Kerületi Marczibányi Téri Községi Polgári Leányiskola iratai (1913-ban nyílt meg mint II. Kerületi Szegényház Utcai Községi Polgári Leányiskola, 1914-ben költözött a Marczibányi tér 1. sz. alá)/a zombori születésű Balázs Ernő építőmester (építész?); http://old.lib.pte.hu/elektkonyvtar/repertoriumok/pecsiszemle/psznt_balazserno.htm ; a Marczibányi téri leányiskola minden tanulója kivonul, és a lehető leghangosabban éljenezni fogja a nagy politikust. (Horthy) http://regenyek.blog.hu/2009/02/22/13_nagyanyam; http://www.kodaly-bp.sulinet.hu/index.php?option=com_content&view=article&id=60&Itemid=386 ; 1968-ban nem egy tanévet, hanem egy korszakot is zártak a Lorántffy Zsuzsanna úton. A 14. év befejezése után az iskola új helyének a Marczibányi téri általános leányiskolát jelölték ki, éppen a leányok létszámának erős csökkenése miatt. 1975. november 5-én dr. Eősze László zenetörténész ismerteti a minisztériumi határozatot: „Az iskola a mai naptól kezdve Kodály Zoltán nevét viselheti.” Bejegyzése az iskola emlékkönyvében: „Az iskola történetében új korszakot nyitó napon kívánok sok sikert a további munkában és örömöt a zenében.”	(1) http://www.vasuta.hu/vasuta-ceg-1867-tol-napjainkig (2) http://old.lib.pte.hu/elektkonyvtar/repertoriumok/pecsiszemle/psznt_balazserno.htm (3) http://regenyek.blog.hu/2009/02/22/13_nagyanyam; (4) http://www.kodaly-bp.sulinet.hu/index.php?option=com_content&view=article&id=60&Itemid=386	http://www.vasuta.hu|http://old.lib.pte.hu|http://regenyek.blog.hu|http://www.kodaly-bp.sulinet.hu	4	548
1078	Marek József utca 1 - Bethlen Gábor utca 29.	Marek József utca 1.	 Bethlen Gábor utca 29.		47.504452,19.078889	négyemeletes ház				4-S<emelet>		MZs	0			1908. átépítés és módosítás. Ép.mest. Paulheim Ferencz. Lakásmegosztások 1979-80			0	549
1078	Marek József utca 31	Marek József utca 31.			47.506441,19.083445	Gerő és Győry lakatosműhely székhelye, lakóház	lakatos	<lakó>, ;<műhely>	'Gerő és Győry lakatosműhely'				0			http://kep-ter.blogspot.hu/2013/11/marek-jozsef-utca-31.html	(1) http://kep-ter.blogspot.hu/2013/11/marek-jozsef-utca-31.html	http://kep-ter.blogspot.hu	1	550
1078	Marek József utca 38.	Marek József utca 38.				bérház	bér						0			kovácsmunkák: Gerõ és Gyõri			0	551
1078	Marek József utca 4.	Marek József utca 4.			47.504754,19.078922							409.o.	0						0	552
	Marek József utca 7.	Marek József utca 7.										410.o.	0						0	553
1024	Margit körút 11	Margit körút 11.			47.5137629,19.0352415								0						0	554
	Margit körút 31-33.	Margit körút 31-33.			47.511704,19.033491							urbface	0						0	555
1027	Margit körút 36.	Margit körút 36.			47.512255,19.034839	ötemeletes ház				5-S<emelet>		MZs	0						0	556
1027	Margit körút 41.	Margit körút 41.			47.511425,19.032923	ötemeletes ház				5-S<emelet>		BZ-tól	0			http://urbface.com/budapest/a-schaffler-berhaz; kihirdetett végrendelet, 1912 Fonyó Antal HU BFL - VII.6.e - 1912 - 026 ; munkaügyi per   1920   Szehe Béláné   HU BFL - VII.12.b - 1920 - 10357 ; hagyatéki ügy 1936 Gyarmati Józsefné Kármán Mária  HU BFL - VII.6.a - 1936 - 51826	(1) http://urbface.com/budapest/a-schaffler-berhaz;	http://urbface.com	1	557
1027	Margit körút 44--Kapás utca 55	Margit körút 44.	Kapás utca 55.		47.511186,19.033467								0						0	558
1027	Margit körút 55. nincs meg (Kozma, Átrium)	Margit körút 55.		**nincs meg (Kozma, Átrium)	47.510757,19.031084	négyemeletes ház				4-S<emelet>		MZs	0						0	559
1027	Margit körút 64 A, B	Margit körút 64/AB			47.509737,19.029239	lakóház, üzlet		<lakó>, <üzlet>;					0						0	560
1024	Margit körút 85. nincs meg (Gazd. Min. ép.)	Margit körút 85.		**nincs meg (Gazd. Min. ép.)	47.509788,19.028296	emeletes épület				?-S<emelet>		MZs	0						0	561
	Mária utca 54. -- Üllői út 32.	Mária utca 54.	 Üllői út 32.		47.486514,19.068768							459	0						0	562
1055	Markó utca 16. -- Nagy Ignác utca 10. -- Stollár Béla utca 15. -- Szemere utca 15.  	Markó utca 16.	Nagy Ignác utca 10.	Stollár Béla utca 15. -- Szemere utca 15.	47.486514,19.068768	Legfelsõbb Bíróság		<bíróság>	'Legfelsõbb Bíróság'			200	0						0	563
1055	Markó utca 19-25. -- Szemere utca 11-13. -- Szalay utca 16. -- Nagy Ignác utca 6-8.	Markó utca 19-25.	Szemere utca 11-13.	Szalay utca 16. -- Nagy Ignác utca 6-8.	47.509259,19.051825	Pesti Központi Kerületi Bíróság		<bíróság>	'Pesti Központi Kerületi Bíróság'			201	0			Műemlék: 15391 - 07759/1977			0	564
	Maros utca 10.	Maros utca 10.			47.503433,19.022553	emeletes ház				?-S<emelet>			0						0	565
	Martinovics tér 4/A	Martinovics tér 4/A			47.480857,19.133299	Schöntheil Richárd műtermes lakása		<műterme>,<lakás>	'Schöntheil Richárd műtermes lakása'				0						0	566
	Mártonhegyi út 25	Mártonhegyi út 25.				emeletes ház				?-S<emelet>			0						0	567
1126	Márvány utca 32.	Márvány utca 32.			47.494960, 19.024355	Budai Középiskola	közép	<iskola>	'Budai Középiskola'				0						0	568
1033	Matróz utca ma ltp.	Matróz utca ma ltp.			47.549173,19.045153	kétemeletes épület				2-S<emelet>		MZs	0						0	569
1125	Mátyás király út 19.	Mátyás király út 19.			47.501478,18.983819	egyemeletes ház				1-S<emelet>		MZs	0			Villa nyaraló, melynek telke a Béla Kir. útig ér. Hatalmas parkját, kerítését és a baromfiólat is Fleischl tervezte, csakúgy, mint a korszerű derítőt és csatornát. 1981. Központi Állami Kórház Rehabilitációs épületének felújítására kapott engedélyt. Tervező: Futó Sándor			0	570
	Mátyás király út 23?	Mátyás király út 23.		**?		nyaraló		<nyaraló>;					0						0	571
1084	Mátyás tér 4. -- Tavaszmező utca 22/b	Mátyás tér 4.	Tavaszmező utca 22/b		47.491714, 19.079153	Lakóház		<lakó>, ;					0						0	572
1084	Mátyás tér 5/b.	Mátyás tér 5/b.			47.491451,19.07977								0						0	573
1084	Mátyás tér 9. -- Dankó utca 1. 	Mátyás tér 9.	Dankó utca 1.		47.49154,19.080794								0			1914-ben Székely Marcell tervei szerint épült, ötemeletes konstruktivista lakóház a Dankó utca (Dankó utca 1.) sarkán. A ház leghíresebb lakója Mónus Illés szociáldemokrata politikus 1919-1924. között, de 1913-1934. között Frenyó Vilmos biológus, az ELTE tanszékvezető professzora is itt lakott.			0	574
1118	Ménesi út 17 v. 19. címtár alapján a 17, ami nincs meg	Ménesi út 17. vagy 19.		**címtár alapján a 17, ami nincs meg	47.479765,19.045303	egyemeletes ház				1-S<emelet>		MZs	0						0	575
1118	Ménesi út 18 - Himfy utca sarok -4 em.	Ménesi út 18.	Himfy utca sarok	***4 em.	47.479576,19.046461	egyemeletes ház				1-S<emelet>		MZs	0						0	576
	Ménesi út 59/B. 	Ménesi út 59/B.				Medgyaszay-villa 		<villa>	'Medgyaszay-villa '			Gerle-Kovács-Makovecz: A századforduló magyar építészete p. 236	0						0	577
	Mester utca ?	Mester utca		**?		ötemeletes ház				5-S<emelet>		MZs	0						0	578
1097	Mester utca 12.	Mester utca 12.			47.481322,19.069734	Lakóház, az utcaszinten üzletekkel (ruhaüzlet, cukrászda)	ruha	<lakó>, ;<üzlet>,<üzlet>,<cukrászda>					0			nincsenek eredeti tervek, de megjelent az ÉI-ban 1914.01.27-ei ülésben			0	579
	Mester utca 13.	Mester utca 13.				Lakóház, az utcaszinten üzletek (bababolt, étterem, zálogház)	baba	<lakó>, <üzlet>;<üzlet>,<bolt>,<étterem>,<zálog>					0			-			0	580
	Mester utca 18.	Mester utca 18.				Lakóház, az utcaszinten üzletek		<lakó>, ;<üzlet>					0			az egyik 1952-es folión az ÁVH kap engedélyt a IX.ker. Tanácstól az egyik lakás átalakítására. Ennek tervei hiányoznak.			0	581
1095	Mester utca 22. -- Liliom utca 5.	Mester utca 22.	 Liliom utca 5.		47.480678,19.070711	ötemeletes ház				5-S<emelet>		BZ-tól	0			felirat:1914-1915 ; 1936-tól itt működött Günsberger Rezső cukorkaüzeme, 1938-tól egy Kollektor, Szén- és Bronzkefe üzem, majd a 40-es évektől egy műszerész üzem, amiből lett a MEFÉM KTSZ			0	582
1095	Mester utca 26. nincs meg	Mester utca 26.		**nincs meg	47.480549,19.07102	ötemeletes ház				5-S<emelet>		MZs	0						0	583
	Mester utca 34. -- Berzenczey utca 2.	Mester utca 34.	 Berzenczey utca 2.		47.47973,19.072166	ötemeletes ház				5-S<emelet>			0			http://kep-ter.blogspot.hu/2013/06/szazeves-hazak-mester-utca-34.html	(1) http://kep-ter.blogspot.hu/2013/06/szazeves-hazak-mester-utca-34.html	http://kep-ter.blogspot.hu	1	584
	Mester utca 56-58.	Mester utca 56-58.				Szent István Közgazdasági Szakközépiskola  (eredetileg Mester-utcai Felsőkereskedelmi Iskola)	| szakközép	<iskola>,<|>,<iskola>	'Mester-utcai Felsőkereskedelmi Iskola' | 'Szent István Közgazdasági Szakközépiskola'				0			1971-es az első dok. a tervtárban!			0	585
