item,itemLabel,givenNameLabel,lastnameLabel,birthdate,deathdate,nationalityLabel,itemDescription
http://www.wikidata.org/entity/Q106575987,Ivan Gaal,Gaál,Ivan,1938-03-23T00:00:00Z,,Hungary,Australian fillmmaker
http://www.wikidata.org/entity/Q106575987,Ivan Gaal,Gaál,Iván,1938-03-23T00:00:00Z,,Hungary,Australian fillmmaker
http://www.wikidata.org/entity/Q106575987,Ivan Gaal,Gaál,Ivan,1938-03-23T00:00:00Z,,Australia,Australian fillmmaker
http://www.wikidata.org/entity/Q106575987,Ivan Gaal,Gaál,Iván,1938-03-23T00:00:00Z,,Australia,Australian fillmmaker
http://www.wikidata.org/entity/Q61670443,Ivan Köves,Köves,István,1926-05-26T00:00:00Z,2015-08-20T00:00:00Z,Hungary,"portréfotós, zenész, művészettörténész, író"
http://www.wikidata.org/entity/Q1036052,Iván Hevesy,,Iván,1893-12-07T00:00:00Z,1966-01-29T00:00:00Z,Hungary,Hungarian photographer (1893-1966)
http://www.wikidata.org/entity/Q1164814,Jakab Marastoni,Marastoni,Jakab,1804-03-24T00:00:00Z,1860-07-11T00:00:00Z,Hungary,painter (1804-1860)
http://www.wikidata.org/entity/Q1164814,Jakab Marastoni,Marastoni,Giacomo,1804-03-24T00:00:00Z,1860-07-11T00:00:00Z,Hungary,painter (1804-1860)
http://www.wikidata.org/entity/Q1164814,Jakab Marastoni,Marastoni,Jakab,1804-03-24T00:00:00Z,1860-07-11T00:00:00Z,Hungary,painter (1804-1860)
http://www.wikidata.org/entity/Q1164814,Jakab Marastoni,Marastoni,Giacomo,1804-03-24T00:00:00Z,1860-07-11T00:00:00Z,Hungary,painter (1804-1860)
http://www.wikidata.org/entity/Q15820811,Janos Schaab,,János,1960-01-01T00:00:00Z,,Hungary,Hungarian painter and sculptor
http://www.wikidata.org/entity/Q15820811,Janos Schaab,,Janos,1960-01-01T00:00:00Z,,Hungary,Hungarian painter and sculptor
http://www.wikidata.org/entity/Q99093999,Janos Szasz,Szász,János,1925-06-21T00:00:00Z,2005-11-06T00:00:00Z,Hungary,"(1925–2005) magyar jogász, fotóművész"
http://www.wikidata.org/entity/Q1687480,Jenő Dulovits,,Jenő,1903-06-22T00:00:00Z,1972-07-24T00:00:00Z,Hungary,Hungarian photographer (1903–1972)
http://www.wikidata.org/entity/Q1475082,Jolth Walton,Walton,John,1970-01-29T00:00:00Z,,Hungary,"Hungarian photographer, pornographic actor and film director"
http://www.wikidata.org/entity/Q23006284,Judit Kárász,Kárász,Judit,1912-05-21T00:00:00Z,1977-05-30T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q1165374,Judit Marjai,,Judit,1967-08-16T00:00:00Z,,Hungary,Hungarian model and photographer
http://www.wikidata.org/entity/Q47506432,Judit Szabó,Szabó,Judit,1955-01-01T00:00:00Z,,Hungary,(1955–)
http://www.wikidata.org/entity/Q22235576,Julianna Polgár,Polgár,Julianna,1958-04-08T00:00:00Z,,Hungary,"Hungarian poet, editor, singer, photographer, graphic designer, librarian"
http://www.wikidata.org/entity/Q1102143,Jung Zseni,Jung,Zseni,1940-03-25T00:00:00Z,,Hungary,(1940) magyar fotográfus
http://www.wikidata.org/entity/Q1102143,Jung Zseni,Jung,Zseni,1940-03-25T00:00:00Z,,Soviet Union,(1940) magyar fotográfus
http://www.wikidata.org/entity/Q20436055,Juraj Collinásy,,György,1907-06-29T00:00:00Z,1963-11-22T00:00:00Z,Hungary,Slovak painter (1907-1963)
http://www.wikidata.org/entity/Q24038631,Jutka Rona,Róna,Anna,1934-05-01T00:00:00Z,2016-03-05T00:00:00Z,Hungary,Hungarian photographer (1934-2016)
http://www.wikidata.org/entity/Q24038631,Jutka Rona,Róna,Judit,1934-05-01T00:00:00Z,2016-03-05T00:00:00Z,Hungary,Hungarian photographer (1934-2016)
http://www.wikidata.org/entity/Q24038631,Jutka Rona,Róna,Anna,1934-05-01T00:00:00Z,2016-03-05T00:00:00Z,Kingdom of the Netherlands,Hungarian photographer (1934-2016)
http://www.wikidata.org/entity/Q24038631,Jutka Rona,Róna,Judit,1934-05-01T00:00:00Z,2016-03-05T00:00:00Z,Kingdom of the Netherlands,Hungarian photographer (1934-2016)
http://www.wikidata.org/entity/Q107417761,János Berghammer,Berghammer,János,1850-01-01T00:00:00Z,,Hungary,photographer
http://www.wikidata.org/entity/Q21000651,János Eifert,Eifert,János,1943-05-08T00:00:00Z,,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q12950614,János Fenyő,Fenyő,János,1954-04-19T00:00:00Z,1998-02-11T00:00:00Z,Hungary,Hungrian businessman
http://www.wikidata.org/entity/Q28016754,János Kender,,János,1937-07-06T00:00:00Z,2009-12-05T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q1126597,János Kőbányai,,János,1951-08-25T00:00:00Z,,Hungary,"Hungarian writer, photographer"
http://www.wikidata.org/entity/Q1160257,János László,László,János,1955-06-25T00:00:00Z,,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q15155791,János Manninger,Manninger,János,1901-09-12T00:00:00Z,1946-04-02T00:00:00Z,Hungary,Hungarian photographer (1901-1946)
http://www.wikidata.org/entity/Q112763761,János Müllner,Müllner,János,1870-01-01T00:00:00Z,1925-01-01T00:00:00Z,Hungary,Hungarian photographer (1870–1925)
http://www.wikidata.org/entity/Q1714807,János Reismann,Reismann,János,1905-07-08T00:00:00Z,1976-05-02T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q95246404,János Stekovics,,János,1959-01-01T00:00:00Z,,Hungary,"(1959) fotóművész, kiadó"
http://www.wikidata.org/entity/Q95246404,János Stekovics,,János,1959-01-01T00:00:00Z,,Germany,"(1959) fotóművész, kiadó"
http://www.wikidata.org/entity/Q52669743,János Szerencsés,Szerencsés,János,1950-09-11T00:00:00Z,2009-06-23T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q71927405,János Vadász,Vadász,János,1903-10-03T00:00:00Z,1977-03-16T00:00:00Z,Hungary,"(1903–1977) magyar filmoperatőr, filmrendező, fotográfus, gyógypedagógus"
http://www.wikidata.org/entity/Q116609283,János Vajda,Vajda,János,1954-01-01T00:00:00Z,2022-12-31T00:00:00Z,Hungary,Hungarian photographer (1954–2022)
http://www.wikidata.org/entity/Q22237419,János Vető,Vető,János,1953-12-14T00:00:00Z,,Hungary,Hungarian artist
http://www.wikidata.org/entity/Q61964768,József Farkas,Farkas,József,1938-12-03T00:00:00Z,2019-03-03T00:00:00Z,Hungary,(1938–2019)
http://www.wikidata.org/entity/Q56390650,József Gyulavári,Gyulavári,József,1948-10-15T00:00:00Z,2014-02-04T00:00:00Z,Hungary,Hungarian photographer (1948–2014)
http://www.wikidata.org/entity/Q110089673,József Hapák,,József,1945-05-26T00:00:00Z,2012-01-13T00:00:00Z,Hungary,Hungarian photographer (1945-2012)
http://www.wikidata.org/entity/Q58321542,József Heller,Heller,József,,,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q25468615,József Hunyady,,József,1921-04-14T00:00:00Z,1983-12-04T00:00:00Z,Hungary,(1921–1983)
http://www.wikidata.org/entity/Q111164432,József Letzter,Letzter,József,1874-01-01T00:00:00Z,1944-01-01T00:00:00Z,Hungary,"photographer, film director, cinematographer"
http://www.wikidata.org/entity/Q12350275,József Marx,Marx,József,1914-04-23T00:00:00Z,1992-04-30T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q12350275,József Marx,Marx,József,1914-04-23T00:00:00Z,1992-04-30T00:00:00Z,Romania,Hungarian photographer
http://www.wikidata.org/entity/Q12350275,József Marx,Marx,József,1914-04-23T00:00:00Z,1992-04-30T00:00:00Z,Austria-Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q115299837,József Mihály,Mihály,József,1840-01-01T00:00:00Z,,Hungary,"photographer, active in Eger, Hungary, in 1860s"
http://www.wikidata.org/entity/Q935360,József Mihályi,,József,1889-01-27T00:00:00Z,1978-09-11T00:00:00Z,Hungary,magyar feltaláló
http://www.wikidata.org/entity/Q935360,József Mihályi,,József,1889-01-27T00:00:00Z,1978-09-11T00:00:00Z,United States of America,magyar feltaláló
http://www.wikidata.org/entity/Q1220746,József Németh,Németh,József,1911-03-05T00:00:00Z,2006-07-29T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q106494161,József Plohn,,József,1869-07-07T00:00:00Z,1944-01-01T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q106494161,József Plohn,,József,1869-07-07T00:00:00Z,1944-06-01T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q1242800,József Pécsi,Pécsi,József,1889-04-01T00:00:00Z,1956-10-07T00:00:00Z,Hungary,Hungarian photographer (1889-1956)
http://www.wikidata.org/entity/Q28723517,József Tóth,Tóth,József,1940-05-25T00:00:00Z,,Hungary,Hungarian graphic artist (born 1940)
http://www.wikidata.org/entity/Q75366382,Kalman Lonyay-Jasztrabszky,Lónyay,Kálmán,1925-04-21T00:00:00Z,2010-03-14T00:00:00Z,Hungary,(born 1925)
http://www.wikidata.org/entity/Q110183763,Kalmán Renner,Renner,Kálmán,1927-12-08T00:00:00Z,1994-04-13T00:00:00Z,Hungary,(1927-1994) magyar éremszobrász
http://www.wikidata.org/entity/Q1122976,Kata Kálmán,Kálmán,Kata,1909-04-25T00:00:00Z,1978-03-31T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q106778797,Kata Tranker,,Kata,1989-01-01T00:00:00Z,,Hungary,Hungarian photographer and installation artist
http://www.wikidata.org/entity/Q56391265,Katalin Baricz,Baricz,Katalin,1948-09-21T00:00:00Z,,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q16521165,Katalin Karsay,Karsay,Katalin,1976-03-25T00:00:00Z,,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q3194117,Kati Horna,Deutsch,Kati,1912-05-19T00:00:00Z,2000-10-19T00:00:00Z,Hungary,Hungarian born Mexican artist (1912-2000)
http://www.wikidata.org/entity/Q3194117,Kati Horna,Deutsch,Kati,1912-05-19T00:00:00Z,2000-10-19T00:00:00Z,Mexico,Hungarian born Mexican artist (1912-2000)
http://www.wikidata.org/entity/Q3194117,Kati Horna,Deutsch,Kati,1912-05-19T00:00:00Z,2000-10-19T00:00:00Z,Hungary,Hungarian born Mexican artist (1912-2000)
http://www.wikidata.org/entity/Q3194117,Kati Horna,Deutsch,Kati,1912-05-19T00:00:00Z,2000-10-19T00:00:00Z,Mexico,Hungarian born Mexican artist (1912-2000)
http://www.wikidata.org/entity/Q23869430,Kecskeméti Kálmán,Kecskeméti,Kálmán,1942-07-07T00:00:00Z,,Hungary,"(1942) fotóművész, festő, grafikus"
http://www.wikidata.org/entity/Q29021845,Klára Langer,Langer,Klára,1912-01-23T00:00:00Z,1973-05-20T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q56390649,Kollár István,Kollár,István,1950-11-12T00:00:00Z,1994-12-10T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q906496,Kornél Divald,,Kornél,1872-05-21T00:00:00Z,1931-03-24T00:00:00Z,Hungary,Hungarian art historian and photographer (1872–1931)
http://www.wikidata.org/entity/Q6434867,Kovi,,István,1957-01-24T00:00:00Z,,Hungary,Hungarian pornographic film director
http://www.wikidata.org/entity/Q1470484,Krisztián Éder,Éder,Krisztián,1988-11-30T00:00:00Z,,Hungary,"Hungarian singer, recording artist"
http://www.wikidata.org/entity/Q25467302,Kádár József,Kádár,József,1936-07-25T00:00:00Z,2019-01-25T00:00:00Z,Hungary,magyar képzőművész
http://www.wikidata.org/entity/Q18508463,Kálmán Dunky,,Kálmán,1858-01-01T00:00:00Z,1935-02-05T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q23048701,Kálmán Gyenes,Gyenes,Kálmán,1941-07-14T00:00:00Z,2016-03-10T00:00:00Z,Hungary,Hungarian photographer (1941-2016)
http://www.wikidata.org/entity/Q107863837,Kálmán Kozlay,,Kálmán,1890-04-22T00:00:00Z,1965-02-14T00:00:00Z,Hungary,"Lutheran pastor, high school teacher and photographer (1890-1965)"
http://www.wikidata.org/entity/Q107863837,Kálmán Kozlay,,Kálmán,1890-04-22T00:00:00Z,1965-02-14T00:00:00Z,West Germany,"Lutheran pastor, high school teacher and photographer (1890-1965)"
http://www.wikidata.org/entity/Q62516447,Kálmán Szöllösy,Szöllősy,Kálmán,1887-09-10T00:00:00Z,1976-08-01T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q1123003,Kálmándy Pap Ferenc,,Ferenc,1950-10-23T00:00:00Z,,Hungary,"(1950–) magyar fotóművész, fotóriporter, vitorlázó, szörföző"
http://www.wikidata.org/entity/Q773912,Károly Apor,Apor,Károly,1815-12-11T00:00:00Z,1885-10-31T00:00:00Z,Hungary,"Hungarian jurist, photographer (1815-1885)"
http://www.wikidata.org/entity/Q20481562,Károly Békésy,Békésy,Károly,1850-02-14T00:00:00Z,1938-12-05T00:00:00Z,Hungary,Hongarian economic journalist (1850-1938)
http://www.wikidata.org/entity/Q20481562,Károly Békésy,Békésy,Károly,1850-02-14T00:00:00Z,1938-12-05T00:00:00Z,Romania,Hongarian economic journalist (1850-1938)
http://www.wikidata.org/entity/Q53125936,Károly Chochol,,Károly,1935-01-27T00:00:00Z,2023-01-26T00:00:00Z,Hungary,(1935–2023) magyar fotóriporter
http://www.wikidata.org/entity/Q938424,Károly Escher,Escher,Károly,1890-10-21T00:00:00Z,1966-02-16T00:00:00Z,Hungary,Hungarian cinematographer and photographer
http://www.wikidata.org/entity/Q47455818,Károly Forgács,,Károly,1936-08-08T00:00:00Z,1994-01-11T00:00:00Z,Hungary,magyar fotográfus
http://www.wikidata.org/entity/Q47455818,Károly Forgács,,Károly,1936-08-08T00:00:00Z,1994-01-11T00:00:00Z,West Germany,magyar fotográfus
http://www.wikidata.org/entity/Q1010555,Károly Gink,,Károly,1922-02-04T00:00:00Z,2002-05-10T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q46513821,Károly Gondy,,Károly,1836-10-04T00:00:00Z,1912-01-17T00:00:00Z,Hungary,Hungarian photographer (1836-1912)
http://www.wikidata.org/entity/Q84164121,Károly Gottvald,Gottvald,Károly,1949-01-07T00:00:00Z,2019-07-06T00:00:00Z,Hungary,Hungarian photographer (1949-2019)
http://www.wikidata.org/entity/Q1035262,Károly Hemző,,Károly,1928-06-11T00:00:00Z,2012-11-06T00:00:00Z,Hungary,Hungarian photographer (1928-2012)
http://www.wikidata.org/entity/Q1055046,Károly Hopp-Halász,,Károly,1946-01-28T00:00:00Z,2016-11-27T00:00:00Z,Hungary,Hungarian painter (1946-2016)
http://www.wikidata.org/entity/Q20436461,Károly Kincses,Kincses,Károly,1954-07-05T00:00:00Z,,Hungary,"(1954-) photography historian, museologist"
http://www.wikidata.org/entity/Q77288191,Károly Kismányoky,,Károly,1946-01-01T00:00:00Z,,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q1795268,Károly Koffán,,Károly,1909-10-17T00:00:00Z,1985-11-09T00:00:00Z,Hungary,Hungarian ornithologist and photographer
http://www.wikidata.org/entity/Q1115301,Károly Koller,Koller,Károly,1838-01-28T00:00:00Z,1889-11-26T00:00:00Z,Hungary,"photographer, painter (1838-1889)"
http://www.wikidata.org/entity/Q13422057,Károly Matusz,Matusz,Károly,1946-11-21T00:00:00Z,2013-03-28T00:00:00Z,Hungary,(1946-2013) magyar fotóművész
http://www.wikidata.org/entity/Q28836449,Károly Mike,Mike,Károly,1949-02-06T00:00:00Z,,Hungary,"Hungarian applied photographer, photography artist"
http://www.wikidata.org/entity/Q20437704,Károly Miklósi,Miklósi,Károly,1926-11-18T00:00:00Z,2017-02-05T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q27546873,Károly Podharadszky,,Károly,1824-01-23T00:00:00Z,1912-01-01T00:00:00Z,Hungary,"magyar jogász, ügyvéd, honvéd százados, fényképész"
http://www.wikidata.org/entity/Q3687489,Károly Szelényi,,Károly,1943-04-26T00:00:00Z,,Hungary,magyar fotóművész
http://www.wikidata.org/entity/Q1469350,Károly Ágg,,Károly,1955-02-11T00:00:00Z,,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q1126616,Kőhalmi Péter,,Péter,1962-11-20T00:00:00Z,,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q4295551,Ladislav Csáder,,Ladislav,1909-02-07T00:00:00Z,1975-08-22T00:00:00Z,Hungary,"Slovak photographer, graphic designer and bookbinder (1909-1975)"
http://www.wikidata.org/entity/Q4295551,Ladislav Csáder,,László,1909-02-07T00:00:00Z,1975-08-22T00:00:00Z,Hungary,"Slovak photographer, graphic designer and bookbinder (1909-1975)"
http://www.wikidata.org/entity/Q4295551,Ladislav Csáder,,Ladislav,1909-02-07T00:00:00Z,1975-08-22T00:00:00Z,Czechoslovakia,"Slovak photographer, graphic designer and bookbinder (1909-1975)"
http://www.wikidata.org/entity/Q4295551,Ladislav Csáder,,László,1909-02-07T00:00:00Z,1975-08-22T00:00:00Z,Czechoslovakia,"Slovak photographer, graphic designer and bookbinder (1909-1975)"
http://www.wikidata.org/entity/Q899919,Lajos Czeizing,,Lajos,1922-05-12T00:00:00Z,1985-09-13T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q21286616,Lajos Ebneth,,Lajos,1902-05-13T00:00:00Z,1982-10-14T00:00:00Z,Hungary,Hungarian painter and sculptor
http://www.wikidata.org/entity/Q21286616,Lajos Ebneth,,Lajos,1902-05-13T00:00:00Z,1982-10-14T00:00:00Z,Hungary,Hungarian painter and sculptor
http://www.wikidata.org/entity/Q990276,Lajos Erdélyi,,Lajos,1929-05-17T00:00:00Z,2020-03-23T00:00:00Z,Hungary,"photographer, journalist"
http://www.wikidata.org/entity/Q112387779,Lajos Kalmár,Kalmár,Lajos,1967-09-30T00:00:00Z,,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q223584,Lajos Lengyel,Lengyel,Lajos,1904-12-05T00:00:00Z,1978-01-10T00:00:00Z,Hungary,"(1904–1978) magyar grafikus, tipográfus, könyvművész és fotóművész"
http://www.wikidata.org/entity/Q15246574,Lajos Nádorfi,,Lajos,1951-04-30T00:00:00Z,,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q80668586,Lajos Oroszy,,Lajos,1859-01-01T00:00:00Z,1949-01-01T00:00:00Z,Hungary,photographer from Hungary
http://www.wikidata.org/entity/Q1315851,Lajos Tabák,,Lajos,1904-02-28T00:00:00Z,2007-11-20T00:00:00Z,Hungary,Hungarian photographer (1904-2007)
http://www.wikidata.org/entity/Q258704,Lajos Vajda,Vajda,Lajos,1908-08-06T00:00:00Z,1941-09-07T00:00:00Z,Hungary,Hungarian painter (1908-1941)
http://www.wikidata.org/entity/Q1298513,Lenke Szilágyi,Szilágyi,Lenke,1959-09-27T00:00:00Z,,Hungary,photographer
http://www.wikidata.org/entity/Q1298513,Lenke Szilágyi,Szilágyi,Lenke,1959-09-27T00:00:00Z,,Hungary,photographer
http://www.wikidata.org/entity/Q121419422,Levente Temesvári,Temesvári,Levente,2000-01-01T00:00:00Z,,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q106778854,Lilla Szász,Szász,Lilla,1977-01-01T00:00:00Z,,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q59254666,Lipót Kurcz,Kurcz,Lipót,,,Hungary,Hungarian photographer and engraver
http://www.wikidata.org/entity/Q2580414,Lorand Gaspar,Gáspár,Loránd,1925-02-28T00:00:00Z,2019-10-09T00:00:00Z,Hungary,French poet
http://www.wikidata.org/entity/Q2580414,Lorand Gaspar,Gáspár,Loránd,1925-02-28T00:00:00Z,2019-10-09T00:00:00Z,France,French poet
http://www.wikidata.org/entity/Q248936,Lucien Hervé,Hervé,Lucien,1910-08-07T00:00:00Z,2007-06-26T00:00:00Z,Hungary,French photographer
http://www.wikidata.org/entity/Q248936,Lucien Hervé,Hervé,Lucien,1910-08-07T00:00:00Z,2007-06-26T00:00:00Z,France,French photographer
http://www.wikidata.org/entity/Q248936,Lucien Hervé,Hervé,Lucien,1910-08-07T00:00:00Z,2007-06-26T00:00:00Z,Hungary,French photographer
http://www.wikidata.org/entity/Q248936,Lucien Hervé,Hervé,Lucien,1910-08-07T00:00:00Z,2007-06-26T00:00:00Z,France,French photographer
http://www.wikidata.org/entity/Q111362979,László Alapfy,Alapfy,László,1955-10-09T00:00:00Z,,Hungary,"Hungarian photographer.Born: 9 October 1955, Budapest, Hungary"
http://www.wikidata.org/entity/Q56390545,László Almási,Almási,László,1930-01-27T00:00:00Z,,Hungary,"(1930) fotóriporter, fotóművész"
http://www.wikidata.org/entity/Q56390545,László Almási,Almási,László,1930-01-27T00:00:00Z,,Hungary,"(1930) fotóriporter, fotóművész"
http://www.wikidata.org/entity/Q789186,László Balassa,Balassa,László,1977-04-22T00:00:00Z,2019-07-25T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q789186,László Balassa,Balassa,László,1977-04-22T00:00:00Z,2019-07-25T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q112159250,László Cseri,,László,1948-11-21T00:00:00Z,,Hungary,"Hungarian photographer, journalist"
http://www.wikidata.org/entity/Q50606088,László Csigó,,László,1948-11-07T00:00:00Z,2023-01-05T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q56390638,László Dallos,Dallos,László,1946-12-16T00:00:00Z,,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q56390638,László Dallos,Dallos,László,1946-12-16T00:00:00Z,,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q20479768,László Dezső,Dezső,László,1970-05-27T00:00:00Z,,Hungary,(1970–)
http://www.wikidata.org/entity/Q20479768,László Dezső,Dezső,László,1970-05-27T00:00:00Z,,Romania,(1970–)
http://www.wikidata.org/entity/Q997818,László Fejes,Fejes,László,1935-11-23T00:00:00Z,1985-01-26T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q27993990,László Fekete,Fekete,László,1889-04-29T00:00:00Z,1946-12-14T00:00:00Z,Hungary,Hungarian cinematographer (1889-1946)
http://www.wikidata.org/entity/Q27993990,László Fekete,Fekete,László,1889-04-29T00:00:00Z,1946-12-14T00:00:00Z,Romania,Hungarian cinematographer (1889-1946)
http://www.wikidata.org/entity/Q116940429,László György Sáros,,György,1947-07-02T00:00:00Z,,Hungary,Hungarian architect
http://www.wikidata.org/entity/Q116940429,László György Sáros,,László,1947-07-02T00:00:00Z,,Hungary,Hungarian architect
http://www.wikidata.org/entity/Q1033969,László Haris,Haris,László,1943-02-09T00:00:00Z,,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q61069102,László Hegedűs,Hegedűs,László,1950-05-04T00:00:00Z,,Hungary,"Hungarian photographer,   film director"
http://www.wikidata.org/entity/Q95207472,László Kondor,,László,1941-01-01T00:00:00Z,,Hungary,Hungarian-american photographer
http://www.wikidata.org/entity/Q95207472,László Kondor,,László,1941-01-01T00:00:00Z,,United States of America,Hungarian-american photographer
http://www.wikidata.org/entity/Q498696,László Kovács,Kovács,László,1933-05-14T00:00:00Z,2007-07-22T00:00:00Z,Hungary,Hungarian-American cinematographer
http://www.wikidata.org/entity/Q498696,László Kovács,Kovács,László,1933-05-14T00:00:00Z,2007-07-22T00:00:00Z,United States of America,Hungarian-American cinematographer
http://www.wikidata.org/entity/Q20480967,László Krausz Pap,,László,2000-01-01T00:00:00Z,,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q1121951,László Kunkovács,,László,1942-03-25T00:00:00Z,,Hungary,"photographer, ethnographer"
http://www.wikidata.org/entity/Q115920759,László Kácsor,,László,1929-01-01T00:00:00Z,2022-12-23T00:00:00Z,Hungary,Hungarian photographer and photojournalist
http://www.wikidata.org/entity/Q115920759,László Kácsor,,László,1929-01-01T00:00:00Z,2022-12-23T00:00:00Z,Romania,Hungarian photographer and photojournalist
http://www.wikidata.org/entity/Q115920759,László Kácsor,,László,1929-01-01T00:00:00Z,2022-12-23T00:00:00Z,Hungary,Hungarian photographer and photojournalist
http://www.wikidata.org/entity/Q115920759,László Kácsor,,László,1929-01-01T00:00:00Z,2022-12-23T00:00:00Z,Romania,Hungarian photographer and photojournalist
http://www.wikidata.org/entity/Q84753894,László Káldor,Káldor,László,1905-02-26T00:00:00Z,1963-01-07T00:00:00Z,Hungary,"(1905–1963) magyar grafikus, iparművész, belsőépítész"
http://www.wikidata.org/entity/Q112166458,László Körtvélyesi,,László,1948-10-24T00:00:00Z,,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q56390652,László Lugosi,Lugosi,László,1953-03-30T00:00:00Z,2021-07-18T00:00:00Z,Hungary,Hungarian photographer (1953-2021)
http://www.wikidata.org/entity/Q6710715,László Mandur,,László,1958-02-12T00:00:00Z,2020-10-13T00:00:00Z,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q160448,László Moholy-Nagy,Nagy,László,1895-07-20T00:00:00Z,1946-11-24T00:00:00Z,Hungary,Hungarian artist (1895–1946)
http://www.wikidata.org/entity/Q160448,László Moholy-Nagy,Moholy,László,1895-07-20T00:00:00Z,1946-11-24T00:00:00Z,Hungary,Hungarian artist (1895–1946)
http://www.wikidata.org/entity/Q160448,László Moholy-Nagy,Nagy,László,1895-07-20T00:00:00Z,1946-11-24T00:00:00Z,United States of America,Hungarian artist (1895–1946)
http://www.wikidata.org/entity/Q160448,László Moholy-Nagy,Moholy,László,1895-07-20T00:00:00Z,1946-11-24T00:00:00Z,United States of America,Hungarian artist (1895–1946)
http://www.wikidata.org/entity/Q60763986,László Mészöly,Mészöly,László,1893-03-31T00:00:00Z,1964-02-05T00:00:00Z,Hungary,"festő, fényképészmester"
http://www.wikidata.org/entity/Q106484252,László Rákoskerti,,László,1953-08-22T00:00:00Z,2021-04-11T00:00:00Z,Hungary,Hungarian photographer (1953-2021)
http://www.wikidata.org/entity/Q100742030,László Rózsa,Rózsa,László,1898-10-26T00:00:00Z,1969-12-31T00:00:00Z,Hungary,"Hungarian journalist, photographer (1898–1969)"
http://www.wikidata.org/entity/Q1288995,László Sipos,Sipos,László,1960-06-14T00:00:00Z,,Hungary,Hungarian photographer (born 1960)
http://www.wikidata.org/entity/Q1298523,László Szilágyi,Szilágyi,László,1960-10-10T00:00:00Z,,Hungary,(1960–) magyar-finn fotóművész
http://www.wikidata.org/entity/Q1298523,László Szilágyi,Szilágyi,László,1960-10-10T00:00:00Z,,Finland,(1960–) magyar-finn fotóművész
http://www.wikidata.org/entity/Q1328246,László Török,Török,László,1948-04-20T00:00:00Z,2020-06-07T00:00:00Z,Hungary,Hungarian photographer (1948–2020)
http://www.wikidata.org/entity/Q1401256,László Valkó,Valkó,László,1946-05-15T00:00:00Z,,Hungary,Hungarian painter
http://www.wikidata.org/entity/Q1461732,László Vámos,Vámos,László,1912-04-15T00:00:00Z,1983-12-02T00:00:00Z,Hungary,Hungarian photographer (1912-1983)
http://www.wikidata.org/entity/Q23908361,Magda B. Müller,Müller,Magda,1937-04-23T00:00:00Z,,Hungary,Hungarian photographer
http://www.wikidata.org/entity/Q111366514,Magdolna Rátonyi,Rátonyi,Magdolna,1942-07-24T00:00:00Z,2014-07-28T00:00:00Z,Hungary,Hungarian photographer (1942-2014)
http://www.wikidata.org/entity/Q1462532,Magdolna Vékás,,Magdolna,1956-07-23T00:00:00Z,,Hungary,Hungarian photographer
